,Office/Ballot Issue,Party,County,Candidate/Judge/Ballot Issue Title,Yes Votes/Percentage,No Votes/Percentage
335,President/Vice President,Approval Voting Party,BENT,Blake Huber / Frank Atwood,1,
336,President/Vice President,Approval Voting Party,BOULDER,Blake Huber / Frank Atwood,22,
337,President/Vice President,Approval Voting Party,BROOMFIELD,Blake Huber / Frank Atwood,2,
338,President/Vice President,Approval Voting Party,CHAFFEE,Blake Huber / Frank Atwood,2,
339,President/Vice President,Approval Voting Party,CHEYENNE,Blake Huber / Frank Atwood,0,
340,President/Vice President,Approval Voting Party,CLEAR CREEK,Blake Huber / Frank Atwood,1,
341,President/Vice President,Approval Voting Party,CONEJOS,Blake Huber / Frank Atwood,0,
342,President/Vice President,Approval Voting Party,COSTILLA,Blake Huber / Frank Atwood,0,
343,President/Vice President,Approval Voting Party,CROWLEY,Blake Huber / Frank Atwood,0,
344,President/Vice President,Approval Voting Party,CUSTER,Blake Huber / Frank Atwood,0,
345,President/Vice President,Approval Voting Party,DELTA,Blake Huber / Frank Atwood,9,
346,President/Vice President,Approval Voting Party,DENVER,Blake Huber / Frank Atwood,55,
347,President/Vice President,Approval Voting Party,DOLORES,Blake Huber / Frank Atwood,0,
348,President/Vice President,Approval Voting Party,DOUGLAS,Blake Huber / Frank Atwood,14,
349,President/Vice President,Approval Voting Party,EAGLE,Blake Huber / Frank Atwood,2,
350,President/Vice President,Approval Voting Party,ELBERT,Blake Huber / Frank Atwood,4,
351,President/Vice President,Approval Voting Party,EL PASO,Blake Huber / Frank Atwood,35,
352,President/Vice President,Approval Voting Party,FREMONT,Blake Huber / Frank Atwood,1,
353,President/Vice President,Approval Voting Party,GARFIELD,Blake Huber / Frank Atwood,5,
354,President/Vice President,Approval Voting Party,GILPIN,Blake Huber / Frank Atwood,0,
355,President/Vice President,Approval Voting Party,GRAND,Blake Huber / Frank Atwood,1,
356,President/Vice President,Approval Voting Party,GUNNISON,Blake Huber / Frank Atwood,0,
357,President/Vice President,Approval Voting Party,HINSDALE,Blake Huber / Frank Atwood,0,
358,President/Vice President,Approval Voting Party,HUERFANO,Blake Huber / Frank Atwood,1,
359,President/Vice President,Approval Voting Party,JACKSON,Blake Huber / Frank Atwood,0,
360,President/Vice President,Approval Voting Party,JEFFERSON,Blake Huber / Frank Atwood,39,
361,President/Vice President,Approval Voting Party,KIOWA,Blake Huber / Frank Atwood,0,
362,President/Vice President,Approval Voting Party,KIT CARSON,Blake Huber / Frank Atwood,0,
363,President/Vice President,Approval Voting Party,LAKE,Blake Huber / Frank Atwood,0,
364,President/Vice President,Approval Voting Party,LA PLATA,Blake Huber / Frank Atwood,4,
365,President/Vice President,Approval Voting Party,LARIMER,Blake Huber / Frank Atwood,20,
366,President/Vice President,Approval Voting Party,LAS ANIMAS,Blake Huber / Frank Atwood,0,
367,President/Vice President,Approval Voting Party,LINCOLN,Blake Huber / Frank Atwood,1,
368,President/Vice President,Approval Voting Party,LOGAN,Blake Huber / Frank Atwood,1,
369,President/Vice President,Approval Voting Party,MESA,Blake Huber / Frank Atwood,12,
370,President/Vice President,Approval Voting Party,MINERAL,Blake Huber / Frank Atwood,0,
371,President/Vice President,Approval Voting Party,MOFFAT,Blake Huber / Frank Atwood,0,
372,President/Vice President,Approval Voting Party,MONTEZUMA,Blake Huber / Frank Atwood,0,
373,President/Vice President,Approval Voting Party,MONTROSE,Blake Huber / Frank Atwood,2,
